Title,Author,Updated,Link,Tag,Search,ID
"WizardLM: Empowering Large Language Models to Follow Complex
  Instructions",Daxin Jiang,2023-06-10,http://arxiv.org/pdf/2304.12244v2,cs.CL,Large Language Model,2304.12244v2
Language Instructed Reinforcement Learning for Human-AI Coordination,Dorsa Sadigh,2023-06-10,http://arxiv.org/pdf/2304.07297v2,cs.AI,Large Language Model,2304.07297v2
Measuring and Modifying Factual Knowledge in Large Language Models,Pouya Pezeshkpour,2023-06-09,http://arxiv.org/pdf/2306.06264v1,cs.CL,Large Language Model,2306.06264v1
Protect Your Prompts: Protocols for IP Protection in LLM Applications,K. J. Nixon,2023-06-09,http://arxiv.org/pdf/2306.06297v1,cs.CL,Large Language Model,2306.06297v1
Understanding Telecom Language Through Large Language Models,Merouane Debbah,2023-06-09,http://arxiv.org/pdf/2306.07933v1,cs.CL,Large Language Model,2306.07933v1
"How to Unleash the Power of Large Language Models for Few-shot Relation
  Extraction?",Ningyu Zhang,2023-06-09,http://arxiv.org/pdf/2305.01555v4,cs.CL,Large Language Model,2305.01555v4
"Robust Multi-bit Natural Language Watermarking through Invariant
  Features",Nojun Kwak,2023-06-09,http://arxiv.org/pdf/2305.01904v2,cs.CL,Large Language Model,2305.01904v2
How Do In-Context Examples Affect Compositional Generalization?,Dongmei Zhang,2023-06-09,http://arxiv.org/pdf/2305.04835v3,cs.CL,Large Language Model,2305.04835v3
Trapping LLM Hallucinations Using Tagged Context Prompts,Shimei Pan,2023-06-09,http://arxiv.org/pdf/2306.06085v1,cs.CL,Large Language Model,2306.06085v1
Can Large Language Models Infer Causation from Correlation?,Bernhard Schölkopf,2023-06-09,http://arxiv.org/pdf/2306.05836v1,cs.CL,Large Language Model,2306.05836v1
"Leveraging Large Language Models for Scalable Vector Graphics-Driven
  Image Understanding",Yong Jae Lee,2023-06-09,http://arxiv.org/pdf/2306.06094v1,cs.CV,Large Language Model,2306.06094v1
"Sensitivity and Robustness of Large Language Models to Prompt Template
  in Japanese Text Classification Tasks",Tatsunori Mori,2023-06-08,http://arxiv.org/pdf/2305.08714v2,cs.CL,Large Language Model,2305.08714v2
"PandaLM: An Automatic Evaluation Benchmark for LLM Instruction Tuning
  Optimization",Yue Zhang,2023-06-08,http://arxiv.org/pdf/2306.05087v1,cs.CL,Large Language Model,2306.05087v1
covLLM: Large Language Models for COVID-19 Biomedical Literature,Ben Ehlert,2023-06-08,http://arxiv.org/pdf/2306.04926v1,cs.CL,Large Language Model,2306.04926v1
Controlled Text Generation with Natural Language Instructions,Mrinmaya Sachan,2023-06-08,http://arxiv.org/pdf/2304.14293v2,cs.CL,Large Language Model,2304.14293v2
"Interpretable Medical Diagnostics with Structured Data Extraction by
  Large Language Models",Andrija Petrovic,2023-06-08,http://arxiv.org/pdf/2306.05052v1,cs.LG,Large Language Model,2306.05052v1
"Large Language Models are In-Context Semantic Reasoners rather than
  Symbolic Reasoners",Muhan Zhang,2023-06-08,http://arxiv.org/pdf/2305.14825v2,cs.CL,Large Language Model,2305.14825v2
"Advancing Italian Biomedical Information Extraction with Large Language
  Models: Methodological Insights and Multicenter Practical Application",Alberto Redolfi,2023-06-08,http://arxiv.org/pdf/2306.05323v1,cs.CL,Large Language Model,2306.05323v1
"PIXIU: A Large Language Model, Instruction Data and Evaluation Benchmark
  for Finance",Jimin Huang,2023-06-08,http://arxiv.org/pdf/2306.05443v1,cs.CL,Large Language Model,2306.05443v1
The economic trade-offs of large language models: A case study,Joseph Bradley,2023-06-08,http://arxiv.org/pdf/2306.07402v1,cs.CL,Large Language Model,2306.07402v1
Tractable Control for Autoregressive Language Generation,Guy Van den Broeck,2023-06-07,http://arxiv.org/pdf/2304.07438v3,cs.CL,Large Language Model,2304.07438v3
ChatDB: Augmenting LLMs with Databases as Their Symbolic Memory,Hang Zhao,2023-06-07,http://arxiv.org/pdf/2306.03901v2,cs.AI,Large Language Model,2306.03901v2
"HowkGPT: Investigating the Detection of ChatGPT-generated University
  Student Homework through Context-Aware Perplexity Analysis",Michail Maniatakos,2023-06-07,http://arxiv.org/pdf/2305.18226v2,cs.CL,Large Language Model,2305.18226v2
"ChatGPT is fun, but it is not funny! Humor is still challenging Large
  Language Models",Kristian Kersting,2023-06-07,http://arxiv.org/pdf/2306.04563v1,cs.AI,Large Language Model,2306.04563v1
Multilingual Clinical NER: Translation or Cross-lingual Transfer?,Yannick Toussaint,2023-06-07,http://arxiv.org/pdf/2306.04384v1,cs.CL,Large Language Model,2306.04384v1
"Enhancing In-Context Learning with Answer Feedback for Multi-Span
  Question Answering",Gong Cheng,2023-06-07,http://arxiv.org/pdf/2306.04508v1,cs.CL,Large Language Model,2306.04508v1
Language Models can Solve Computer Tasks,Stephen McAleer,2023-06-07,http://arxiv.org/pdf/2303.17491v2,cs.CL,Large Language Model,2303.17491v2
Soft-prompt Tuning for Large Language Models to Evaluate Bias,Faiza Khan Khattak,2023-06-07,http://arxiv.org/pdf/2306.04735v1,cs.CL,Large Language Model,2306.04735v1
The Two Word Test: A Semantic Benchmark for Large Language Models,Rutvik H. Desai,2023-06-07,http://arxiv.org/pdf/2306.04610v1,cs.CL,Large Language Model,2306.04610v1
Fine-Tuning Language Models with Advantage-Induced Policy Alignment,Jiantao Jiao,2023-06-06,http://arxiv.org/pdf/2306.02231v2,cs.CL,Large Language Model,2306.02231v2
Iterative Translation Refinement with Large Language Models,Kenneth Heafield,2023-06-06,http://arxiv.org/pdf/2306.03856v1,cs.CL,Large Language Model,2306.03856v1
MultiLegalPile: A 689GB Multilingual Legal Corpus,Daniel E. Ho,2023-06-06,http://arxiv.org/pdf/2306.02069v2,cs.CL,Large Language Model,2306.02069v2
Do GPTs Produce Less Literal Translations?,Hany Hassan Awadalla,2023-06-06,http://arxiv.org/pdf/2305.16806v4,cs.CL,Large Language Model,2305.16806v4
Controllable Dialogue Simulation with In-Context Learning,Xifeng Yan,2023-06-06,http://arxiv.org/pdf/2210.04185v4,cs.CL,Large Language Model,2210.04185v4
Towards End-to-end Speech-to-text Summarization,Diogo Pernes,2023-06-06,http://arxiv.org/pdf/2306.05432v1,cs.CL,Large Language Model,2306.05432v1
"Large Language Models of Code Fail at Completing Code with Potential
  Bugs",George Karypis,2023-06-06,http://arxiv.org/pdf/2306.03438v1,cs.LG,Large Language Model,2306.03438v1
Large Language Models Can Be Easily Distracted by Irrelevant Context,Denny Zhou,2023-06-06,http://arxiv.org/pdf/2302.00093v3,cs.CL,Large Language Model,2302.00093v3
Turning large language models into cognitive models,Eric Schulz,2023-06-06,http://arxiv.org/pdf/2306.03917v1,cs.CL,Large Language Model,2306.03917v1
"SmoothQuant: Accurate and Efficient Post-Training Quantization for Large
  Language Models",Song Han,2023-06-05,http://arxiv.org/pdf/2211.10438v5,cs.CL,Large Language Model,2211.10438v5
Evaluation of AI Chatbots for Patient-Specific EHR Questions,Kirk Roberts,2023-06-05,http://arxiv.org/pdf/2306.02549v1,cs.CL,Large Language Model,2306.02549v1
"Graph-Aware Language Model Pre-Training on a Large Graph Corpus Can Help
  Multiple Graph Applications",Trishul Chilimbi,2023-06-05,http://arxiv.org/pdf/2306.02592v1,cs.CL,Large Language Model,2306.02592v1
"NLU on Data Diets: Dynamic Data Subset Selection for NLP Classification
  Tasks",Jean-Philippe Corbeil,2023-06-05,http://arxiv.org/pdf/2306.03208v1,cs.CL,Large Language Model,2306.03208v1
AutoScrum: Automating Project Planning Using Large Language Models,Martin Schroder,2023-06-05,http://arxiv.org/pdf/2306.03197v1,cs.AI,Large Language Model,2306.03197v1
"Which Argumentative Aspects of Hate Speech in Social Media can be
  reliably identified?",Laura Alonso Alemany,2023-06-05,http://arxiv.org/pdf/2306.02978v1,cs.CL,Large Language Model,2306.02978v1
"WangLab at MEDIQA-Chat 2023: Clinical Note Generation from
  Doctor-Patient Conversations using Large Language Models",Bo Wang,2023-06-03,http://arxiv.org/pdf/2305.02220v2,cs.CL,Large Language Model,2305.02220v2
Z-ICL: Zero-Shot In-Context Learning with Pseudo-Demonstrations,Hannaneh Hajishirzi,2023-06-03,http://arxiv.org/pdf/2212.09865v2,cs.CL,Large Language Model,2212.09865v2
"Token-wise Decomposition of Autoregressive Language Model Hidden States
  for Analyzing Model Predictions",William Schuler,2023-06-02,http://arxiv.org/pdf/2305.10614v2,cs.CL,Large Language Model,2305.10614v2
The Science of Detecting LLM-Generated Texts,Xia Hu,2023-06-02,http://arxiv.org/pdf/2303.07205v3,cs.CL,Large Language Model,2303.07205v3
"Fluid Transformers and Creative Analogies: Exploring Large Language
  Models' Capacity for Augmenting Cross-Domain Analogical Creativity",Joel Chan,2023-06-02,http://arxiv.org/pdf/2302.12832v2,cs.CL,Large Language Model,2302.12832v2
"Responsible Task Automation: Empowering Large Language Models as
  Responsible Task Automators",Yan Lu,2023-06-02,http://arxiv.org/pdf/2306.01242v1,cs.AI,Large Language Model,2306.01242v1
KL-Divergence Guided Temperature Sampling,Yun-Hsuan Sung,2023-06-02,http://arxiv.org/pdf/2306.01286v1,cs.CL,Large Language Model,2306.01286v1
Decision-Oriented Dialogue for Human-AI Collaboration,Jason Eisner,2023-06-01,http://arxiv.org/pdf/2305.20076v2,cs.CL,Large Language Model,2305.20076v2
"The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora
  with Web Data, and Web Data Only",Julien Launay,2023-06-01,http://arxiv.org/pdf/2306.01116v1,cs.CL,Large Language Model,2306.01116v1
"""I'm fully who I am"": Towards Centering Transgender and Non-Binary
  Voices to Measure Biases in Open Language Generation",Rahul Gupta,2023-06-01,http://arxiv.org/pdf/2305.09941v4,cs.CL,Large Language Model,2305.09941v4
"Ghost in the Minecraft: Generally Capable Agents for Open-World
  Environments via Large Language Models with Text-based Knowledge and Memory",Jifeng Dai,2023-06-01,http://arxiv.org/pdf/2305.17144v2,cs.AI,Large Language Model,2305.17144v2
Heterogeneous Value Evaluation for Large Language Models,Yaodong Yang,2023-06-01,http://arxiv.org/pdf/2305.17147v2,cs.CL,Large Language Model,2305.17147v2
"Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural
  Language Generation",André F. T. Martins,2023-06-01,http://arxiv.org/pdf/2305.00955v2,cs.CL,Large Language Model,2305.00955v2
In-Context Learning User Simulators for Task-Oriented Dialog Systems,Roland Mathis,2023-06-01,http://arxiv.org/pdf/2306.00774v1,cs.CL,Large Language Model,2306.00774v1
Do Large Language Models know what humans know?,Benjamin Bergen,2023-06-01,http://arxiv.org/pdf/2209.01515v3,cs.CL,Large Language Model,2209.01515v3
Chain-Of-Thought Prompting Under Streaming Batch: A Case Study,Yuxin Tang,2023-06-01,http://arxiv.org/pdf/2306.00550v1,cs.LG,Large Language Model,2306.00550v1
A Survey on In-context Learning,Zhifang Sui,2023-06-01,http://arxiv.org/pdf/2301.00234v3,cs.CL,Large Language Model,2301.00234v3
"Did You Read the Instructions? Rethinking the Effectiveness of Task
  Definitions in Instruction Learning",Chien-Sheng Jason Wu,2023-06-01,http://arxiv.org/pdf/2306.01150v1,cs.CL,Large Language Model,2306.01150v1
Controlled Text Generation with Hidden Representation Transformations,Emilio Ferrara,2023-05-31,http://arxiv.org/pdf/2305.19230v2,cs.CL,Large Language Model,2305.19230v2
Almanac: Retrieval-Augmented Language Models for Clinical Medicine,William Hiesinger,2023-05-31,http://arxiv.org/pdf/2303.01229v2,cs.CL,Large Language Model,2303.01229v2
Let's Verify Step by Step,Karl Cobbe,2023-05-31,http://arxiv.org/pdf/2305.20050v1,cs.LG,Large Language Model,2305.20050v1
cTBLS: Augmenting Large Language Models with Conversational Tables,Larry Heck,2023-05-31,http://arxiv.org/pdf/2303.12024v3,cs.CL,Large Language Model,2303.12024v3
The Curse of Recursion: Training on Generated Data Makes Models Forget,Ross Anderson,2023-05-31,http://arxiv.org/pdf/2305.17493v2,cs.LG,Large Language Model,2305.17493v2
"Deliberate then Generate: Enhanced Prompting Framework for Text
  Generation",JingBo Zhu,2023-05-31,http://arxiv.org/pdf/2305.19835v1,cs.CL,Large Language Model,2305.19835v1
"Grammar Prompting for Domain-Specific Language Generation with Large
  Language Models",Yoon Kim,2023-05-31,http://arxiv.org/pdf/2305.19234v2,cs.CL,Large Language Model,2305.19234v2
Automated Annotation with Generative AI Requires Validation,Neil Fasching,2023-05-31,http://arxiv.org/pdf/2306.00176v1,cs.CL,Large Language Model,2306.00176v1
"RARR: Researching and Revising What Language Models Say, Using Language
  Models",Kelvin Guu,2023-05-31,http://arxiv.org/pdf/2210.08726v3,cs.CL,Large Language Model,2210.08726v3
"Improving accuracy of GPT-3/4 results on biomedical data using a
  retrieval-augmented language model",Brandon W Higgs,2023-05-30,http://arxiv.org/pdf/2305.17116v2,cs.CL,Large Language Model,2305.17116v2
GPT4GEO: How a Language Model Sees the World's Geography,Samuel Albanie,2023-05-30,http://arxiv.org/pdf/2306.00020v1,cs.CL,Large Language Model,2306.00020v1
Conceptual Design Generation Using Large Language Models,Kosa Goucher-Lambert,2023-05-30,http://arxiv.org/pdf/2306.01779v1,cs.CL,Large Language Model,2306.01779v1
Crosslingual Generalization through Multitask Finetuning,Colin Raffel,2023-05-29,http://arxiv.org/pdf/2211.01786v2,cs.CL,Large Language Model,2211.01786v2
"Taming AI Bots: Controllability of Neural States in Large Language
  Models",Tian Yu Liu,2023-05-29,http://arxiv.org/pdf/2305.18449v1,cs.AI,Large Language Model,2305.18449v1
ANPL: Compiling Natural Programs with Interactive Decomposition,Yunji Chen,2023-05-29,http://arxiv.org/pdf/2305.18498v1,cs.PL,Large Language Model,2305.18498v1
Reward Collapse in Aligning Large Language Models,Weijie J. Su,2023-05-28,http://arxiv.org/pdf/2305.17608v1,cs.LG,Large Language Model,2305.17608v1
Post Hoc Explanations of Language Models Can Improve Language Models,Himabindu Lakkaraju,2023-05-28,http://arxiv.org/pdf/2305.11426v2,cs.CL,Large Language Model,2305.11426v2
"Breaking Language Barriers with a LEAP: Learning Strategies for Polyglot
  LLMs",Kalika Bali,2023-05-28,http://arxiv.org/pdf/2305.17740v1,cs.CL,Large Language Model,2305.17740v1
"Parsel: Algorithmic Reasoning with Language Models by Composing
  Decompositions",Nick Haber,2023-05-28,http://arxiv.org/pdf/2212.10561v3,cs.CL,Large Language Model,2212.10561v3
"SwiftSage: A Generative Agent with Fast and Slow Thinking for Complex
  Interactive Tasks",Xiang Ren,2023-05-27,http://arxiv.org/pdf/2305.17390v1,cs.CL,Large Language Model,2305.17390v1
"Learning and Leveraging Verifiers to Improve Planning Capabilities of
  Pre-trained Language Models",Subbarao Kambhampati,2023-05-26,http://arxiv.org/pdf/2305.17077v1,cs.CL,Large Language Model,2305.17077v1
"Distilling Script Knowledge from Large Language Models for Constrained
  Language Planning",Deqing Yang,2023-05-26,http://arxiv.org/pdf/2305.05252v5,cs.CL,Large Language Model,2305.05252v5
Black-box language model explanation by context length probing,Antoine Liutkus,2023-05-26,http://arxiv.org/pdf/2212.14815v3,cs.CL,Large Language Model,2212.14815v3
Mindstorms in Natural Language-Based Societies of Mind,Jürgen Schmidhuber,2023-05-26,http://arxiv.org/pdf/2305.17066v1,cs.AI,Large Language Model,2305.17066v1
"FIREBALL: A Dataset of Dungeons and Dragons Actual-Play with Structured
  Game State Information",Chris Callison-Burch,2023-05-26,http://arxiv.org/pdf/2305.01528v3,cs.CL,Large Language Model,2305.01528v3
"LLMs and the Abstraction and Reasoning Corpus: Successes, Failures, and
  the Importance of Object-based Representations",Elias B. Khalil,2023-05-26,http://arxiv.org/pdf/2305.18354v1,cs.CL,Large Language Model,2305.18354v1
"Efficient Detection of LLM-generated Texts with a Bayesian Surrogate
  Model",Hao Zhang,2023-05-26,http://arxiv.org/pdf/2305.16617v1,cs.LG,Large Language Model,2305.16617v1
Large Language Models as Tool Makers,Denny Zhou,2023-05-26,http://arxiv.org/pdf/2305.17126v1,cs.LG,Large Language Model,2305.17126v1
"MultiTool-CoT: GPT-3 Can Use Multiple External Tools with Chain of
  Thought Prompting",Sadao Kurohashi,2023-05-26,http://arxiv.org/pdf/2305.16896v1,cs.CL,Large Language Model,2305.16896v1
"Distinguishing Human Generated Text From ChatGPT Generated Text Using
  Machine Learning",Dewan Md Farid,2023-05-26,http://arxiv.org/pdf/2306.01761v1,cs.CL,Large Language Model,2306.01761v1
Towards Reasoning in Large Language Models: A Survey,Kevin Chen-Chuan Chang,2023-05-26,http://arxiv.org/pdf/2212.10403v2,cs.CL,Large Language Model,2212.10403v2
Evaluation of Question Generation Needs More References,Seungtaek Choi,2023-05-26,http://arxiv.org/pdf/2305.16626v1,cs.CL,Large Language Model,2305.16626v1
"Chain-of-Thought Hub: A Continuous Effort to Measure Large Language
  Models' Reasoning Performance",Tushar Khot,2023-05-26,http://arxiv.org/pdf/2305.17306v1,cs.CL,Large Language Model,2305.17306v1
"A Simple and Effective Framework for Strict Zero-Shot Hierarchical
  Classification",Xiaodan Zhu,2023-05-26,http://arxiv.org/pdf/2305.15282v2,cs.CL,Large Language Model,2305.15282v2
JECC: Commonsense Reasoning Tasks Derived from Interactive Fictions,Chuang Gan,2023-05-26,http://arxiv.org/pdf/2210.15456v2,cs.CL,Large Language Model,2210.15456v2
AdaPlanner: Adaptive Planning from Feedback with Language Models,Chao Zhang,2023-05-26,http://arxiv.org/pdf/2305.16653v1,cs.CL,Large Language Model,2305.16653v1
"ZeroQuant-V2: Exploring Post-training Quantization in LLMs from
  Comprehensive Study to Low Rank Compensation",Yuxiong He,2023-05-26,http://arxiv.org/pdf/2303.08302v3,cs.LG,Large Language Model,2303.08302v3
"Large language models improve Alzheimer's disease diagnosis using
  multi-modality data",Min Zhang,2023-05-26,http://arxiv.org/pdf/2305.19280v1,cs.LG,Large Language Model,2305.19280v1
RewriteLM: An Instruction-Tuned Large Language Model for Text Rewriting,Lei Meng,2023-05-25,http://arxiv.org/pdf/2305.15685v1,cs.CL,Large Language Model,2305.15685v1
"HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging
  Face",Yueting Zhuang,2023-05-25,http://arxiv.org/pdf/2303.17580v3,cs.CL,Large Language Model,2303.17580v3
On the Tool Manipulation Capability of Open-source Large Language Models,Jian Zhang,2023-05-25,http://arxiv.org/pdf/2305.16504v1,cs.CL,Large Language Model,2305.16504v1
Self-Refine: Iterative Refinement with Self-Feedback,Peter Clark,2023-05-25,http://arxiv.org/pdf/2303.17651v2,cs.CL,Large Language Model,2303.17651v2
"Decomposing the Enigma: Subgoal-based Demonstration Learning for Formal
  Theorem Proving",Lingpeng Kong,2023-05-25,http://arxiv.org/pdf/2305.16366v1,cs.CL,Large Language Model,2305.16366v1
"ANALOGICAL -- A Novel Benchmark for Long Text Analogy Evaluation in
  Large Language Models",Amitava Das,2023-05-25,http://arxiv.org/pdf/2305.05050v3,cs.CL,Large Language Model,2305.05050v3
"Leveraging LLMs for KPIs Retrieval from Hybrid Long-Document: A
  Comprehensive Framework and Dataset",Dongmei Zhang,2023-05-24,http://arxiv.org/pdf/2305.16344v1,cs.CL,Large Language Model,2305.16344v1
"MultiTabQA: Generating Tabular Answers for Multi-Table Question
  Answering",Maarten de Rijke,2023-05-24,http://arxiv.org/pdf/2305.12820v2,cs.CL,Large Language Model,2305.12820v2
"ExpertPrompting: Instructing Large Language Models to be Distinguished
  Experts",Zhendong Mao,2023-05-24,http://arxiv.org/pdf/2305.14688v1,cs.CL,Large Language Model,2305.14688v1
"Do LLMs Understand Social Knowledge? Evaluating the Sociability of Large
  Language Models with SocKET Benchmark",David Jurgens,2023-05-24,http://arxiv.org/pdf/2305.14938v1,cs.CL,Large Language Model,2305.14938v1
"Measuring and Mitigating Constraint Violations of In-Context Learning
  for Utterance-to-API Semantic Parsing",Yi Zhang,2023-05-24,http://arxiv.org/pdf/2305.15338v1,cs.AI,Large Language Model,2305.15338v1
"The Larger They Are, the Harder They Fail: Language Models do not
  Recognize Identifier Swaps in Python",Shay B. Cohen,2023-05-24,http://arxiv.org/pdf/2305.15507v1,cs.CL,Large Language Model,2305.15507v1
Gorilla: Large Language Model Connected with Massive APIs,Joseph E. Gonzalez,2023-05-24,http://arxiv.org/pdf/2305.15334v1,cs.CL,Large Language Model,2305.15334v1
In-Context Demonstration Selection with Cross Entropy Difference,Chenguang Zhu,2023-05-24,http://arxiv.org/pdf/2305.14726v1,cs.CL,Large Language Model,2305.14726v1
Collaborative Development of NLP models,Marco Tulio Ribeiro,2023-05-24,http://arxiv.org/pdf/2305.12219v2,cs.LG,Large Language Model,2305.12219v2
"EvEval: A Comprehensive Evaluation of Event Semantics for Large Language
  Models",Wenpeng Hu,2023-05-24,http://arxiv.org/pdf/2305.15268v1,cs.CL,Large Language Model,2305.15268v1
"SciReviewGen: A Large-scale Dataset for Automatic Literature Review
  Generation",Ichiro Sakata,2023-05-24,http://arxiv.org/pdf/2305.15186v1,cs.CL,Large Language Model,2305.15186v1
"Getting Sick After Seeing a Doctor? Diagnosing and Mitigating Knowledge
  Conflicts in Event Temporal Reasoning",Muhao Chen,2023-05-24,http://arxiv.org/pdf/2305.14970v1,cs.CL,Large Language Model,2305.14970v1
Anthropomorphization of AI: Opportunities and Risks,Ashwin Kalyan,2023-05-24,http://arxiv.org/pdf/2305.14784v1,cs.AI,Large Language Model,2305.14784v1
"HuatuoGPT, towards Taming Language Model to Be a Doctor",Haizhou Li,2023-05-24,http://arxiv.org/pdf/2305.15075v1,cs.CL,Large Language Model,2305.15075v1
Instruction Tuning with Lexicons for Zero-Shot Style Classification,Alan Ritter,2023-05-24,http://arxiv.org/pdf/2305.14592v1,cs.CL,Large Language Model,2305.14592v1
Think Before You Act: Decision Transformers with Internal Working Memory,Jie Fu,2023-05-24,http://arxiv.org/pdf/2305.16338v1,cs.LG,Large Language Model,2305.16338v1
Making Large Language Models Better Reasoners with Step-Aware Verifier,Weizhu Chen,2023-05-24,http://arxiv.org/pdf/2206.02336v3,cs.CL,Large Language Model,2206.02336v3
Why Does ChatGPT Fall Short in Providing Truthful Answers?,Kevin Chen-Chuan Chang,2023-05-24,http://arxiv.org/pdf/2304.10513v2,cs.CL,Large Language Model,2304.10513v2
Large Language Models are Few-Shot Health Learners,Shwetak Patel,2023-05-24,http://arxiv.org/pdf/2305.15525v1,cs.CL,Large Language Model,2305.15525v1
Evaluating the Performance of Large Language Models on GAOKAO Benchmark,Xipeng Qiu,2023-05-23,http://arxiv.org/pdf/2305.12474v2,cs.CL,Large Language Model,2305.12474v2
G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment,Chenguang Zhu,2023-05-23,http://arxiv.org/pdf/2303.16634v3,cs.CL,Large Language Model,2303.16634v3
"Active Learning Principles for In-Context Learning with Large Language
  Models",Jane Dwivedi-Yu,2023-05-23,http://arxiv.org/pdf/2305.14264v1,cs.CL,Large Language Model,2305.14264v1
"Self-Polish: Enhance Reasoning in Large Language Models via Problem
  Refinement",Xuanjing Huang,2023-05-23,http://arxiv.org/pdf/2305.14497v1,cs.CL,Large Language Model,2305.14497v1
"DetectLLM: Leveraging Log Rank Information for Zero-Shot Detection of
  Machine-Generated Text",Preslav Nakov,2023-05-23,http://arxiv.org/pdf/2306.05540v1,cs.CL,Large Language Model,2306.05540v1
"Regex-augmented Domain Transfer Topic Classification based on a
  Pre-trained Language Model: An application in Financial Domain",Jimmy Lin,2023-05-23,http://arxiv.org/pdf/2305.18324v1,cs.CL,Large Language Model,2305.18324v1
Dr.ICL: Demonstration-Retrieved In-context Learning,Vincent Y Zhao,2023-05-23,http://arxiv.org/pdf/2305.14128v1,cs.CL,Large Language Model,2305.14128v1
"Improving Factuality and Reasoning in Language Models through Multiagent
  Debate",Igor Mordatch,2023-05-23,http://arxiv.org/pdf/2305.14325v1,cs.CL,Large Language Model,2305.14325v1
Better Zero-Shot Reasoning with Self-Adaptive Prompting,Tomas Pfister,2023-05-23,http://arxiv.org/pdf/2305.14106v1,cs.CL,Large Language Model,2305.14106v1
"Knowledge of Knowledge: Exploring Known-Unknowns Uncertainty with Large
  Language Models",William Wang,2023-05-23,http://arxiv.org/pdf/2305.13712v1,cs.CL,Large Language Model,2305.13712v1
OlaGPT: Empowering LLMs With Human-like Problem-Solving Abilities,Zang Li,2023-05-23,http://arxiv.org/pdf/2305.16334v1,cs.CL,Large Language Model,2305.16334v1
"ReWOO: Decoupling Reasoning from Observations for Efficient Augmented
  Language Models",Dongkuan Xu,2023-05-23,http://arxiv.org/pdf/2305.18323v1,cs.CL,Large Language Model,2305.18323v1
"LLM-Eval: Unified Multi-Dimensional Automatic Evaluation for Open-Domain
  Conversations with Large Language Models",Yun-Nung Chen,2023-05-23,http://arxiv.org/pdf/2305.13711v1,cs.CL,Large Language Model,2305.13711v1
"Baize: An Open-Source Chat Model with Parameter-Efficient Tuning on
  Self-Chat Data",Julian McAuley,2023-05-23,http://arxiv.org/pdf/2304.01196v3,cs.CL,Large Language Model,2304.01196v3
Generating Data for Symbolic Language with Large Language Models,Tao Yu,2023-05-23,http://arxiv.org/pdf/2305.13917v1,cs.CL,Large Language Model,2305.13917v1
"RetICL: Sequential Retrieval of In-Context Examples with Reinforcement
  Learning",Andrew Lan,2023-05-23,http://arxiv.org/pdf/2305.14502v1,cs.CL,Large Language Model,2305.14502v1
"Separating form and meaning: Using self-consistency to quantify task
  understanding across multiple senses",Dieuwke Hupkes,2023-05-23,http://arxiv.org/pdf/2305.11662v2,cs.CL,Large Language Model,2305.11662v2
"llm-japanese-dataset v0: Construction of Japanese Chat Dataset for Large
  Language Models and its Methodology",Hiroki Sakaji,2023-05-22,http://arxiv.org/pdf/2305.12720v1,cs.CL,Large Language Model,2305.12720v1
Meta-in-context learning in large language models,Eric Schulz,2023-05-22,http://arxiv.org/pdf/2305.12907v1,cs.CL,Large Language Model,2305.12907v1
"Enhance Reasoning Ability of Visual-Language Models via Large Language
  Models",Wenjuan Han,2023-05-22,http://arxiv.org/pdf/2305.13267v1,cs.CL,Large Language Model,2305.13267v1
"Measuring Inductive Biases of In-Context Learning with Underspecified
  Demonstrations",He He,2023-05-22,http://arxiv.org/pdf/2305.13299v1,cs.CL,Large Language Model,2305.13299v1
Observations on LLMs for Telecom Domain: Capabilities and Limitations,Ranjani H G,2023-05-22,http://arxiv.org/pdf/2305.13102v1,cs.HC,Large Language Model,2305.13102v1
"LM-Switch: Lightweight Language Model Conditioning in Word Embedding
  Space",Heng Ji,2023-05-22,http://arxiv.org/pdf/2305.12798v1,cs.CL,Large Language Model,2305.12798v1
"Enhancing Small Medical Learners with Privacy-preserving Contextual
  Prompting",Linda Ruth Petzold,2023-05-22,http://arxiv.org/pdf/2305.12723v1,cs.CL,Large Language Model,2305.12723v1
"MetaAdapt: Domain Adaptive Few-Shot Misinformation Detection via Meta
  Learning",Dong Wang,2023-05-22,http://arxiv.org/pdf/2305.12692v1,cs.CL,Large Language Model,2305.12692v1
Fact-Checking Complex Claims with Program-Guided Reasoning,Preslav Nakov,2023-05-22,http://arxiv.org/pdf/2305.12744v1,cs.CL,Large Language Model,2305.12744v1
"""According to ..."" Prompting Language Models Improves Quoting from
  Pre-Training Data",Benjamin Van Durme,2023-05-22,http://arxiv.org/pdf/2305.13252v1,cs.CL,Large Language Model,2305.13252v1
"Let GPT be a Math Tutor: Teaching Math Word Problem Solvers with
  Customized Exercise Generation",Ashwin Kaylan,2023-05-22,http://arxiv.org/pdf/2305.14386v1,cs.LG,Large Language Model,2305.14386v1
"LLMs for Knowledge Graph Construction and Reasoning: Recent Capabilities
  and Future Opportunities",Ningyu Zhang,2023-05-22,http://arxiv.org/pdf/2305.13168v1,cs.CL,Large Language Model,2305.13168v1
"A PhD Student's Perspective on Research in NLP in the Era of Very Large
  Language Models",Rada Mihalcea,2023-05-21,http://arxiv.org/pdf/2305.12544v1,cs.CL,Large Language Model,2305.12544v1
